Date,Open,High,Low,Close,Adj Close,Volume
2022-10-06,50900.000000,51200.000000,50500.000000,50500.000000,50500.000000,549824
2022-10-07,50300.000000,50800.000000,50000.000000,50200.000000,50200.000000,1002982
2022-10-11,50000.000000,50200.000000,48700.000000,48700.000000,48700.000000,677393
2022-10-12,48450.000000,49350.000000,48300.000000,48750.000000,48750.000000,553187
2022-10-13,48700.000000,49400.000000,48550.000000,48550.000000,48550.000000,414185
2022-10-14,48850.000000,50000.000000,48750.000000,49700.000000,49700.000000,390804
2022-10-17,49250.000000,49250.000000,48800.000000,49000.000000,49000.000000,269878
2022-10-18,49650.000000,50500.000000,49500.000000,50200.000000,50200.000000,460424
2022-10-19,50200.000000,50500.000000,49100.000000,49100.000000,49100.000000,564009
2022-10-20,49100.000000,50700.000000,48900.000000,49550.000000,49550.000000,625867
2022-10-21,49550.000000,50000.000000,49400.000000,49600.000000,49600.000000,316702
2022-10-24,49850.000000,50100.000000,49050.000000,49450.000000,49450.000000,490196
2022-10-25,49650.000000,49800.000000,49250.000000,49550.000000,49550.000000,289563
2022-10-26,49350.000000,49450.000000,49000.000000,49200.000000,49200.000000,364950
2022-10-27,49500.000000,50500.000000,49450.000000,50400.000000,50400.000000,439131
2022-10-28,50300.000000,50700.000000,49950.000000,50200.000000,50200.000000,347008
2022-10-31,50200.000000,50700.000000,49900.000000,50100.000000,50100.000000,346469
2022-11-01,50500.000000,50900.000000,50000.000000,50200.000000,50200.000000,358607
2022-11-02,50000.000000,50500.000000,49800.000000,50300.000000,50300.000000,396918
2022-11-03,50100.000000,50800.000000,49700.000000,50400.000000,50400.000000,382872
2022-11-04,50100.000000,50800.000000,50000.000000,50600.000000,50600.000000,251361
2022-11-07,50000.000000,50700.000000,49900.000000,50400.000000,50400.000000,528350
2022-11-08,50600.000000,50700.000000,50100.000000,50500.000000,50500.000000,561071
2022-11-09,50700.000000,51300.000000,50600.000000,51200.000000,51200.000000,640440
2022-11-10,51200.000000,51400.000000,50400.000000,50400.000000,50400.000000,530461
2022-11-11,51200.000000,51500.000000,50400.000000,50500.000000,50500.000000,1059219
2022-11-14,50700.000000,50900.000000,50000.000000,50100.000000,50100.000000,564041
2022-11-15,50300.000000,50400.000000,50100.000000,50100.000000,50100.000000,376413
2022-11-16,50300.000000,50400.000000,49550.000000,49550.000000,49550.000000,831583
2022-11-17,49850.000000,50100.000000,49600.000000,49850.000000,49850.000000,395794
2022-11-18,50000.000000,50100.000000,49550.000000,49550.000000,49550.000000,560271
2022-11-21,49650.000000,50100.000000,49150.000000,49750.000000,49750.000000,448516
