Date,Open,High,Low,Close,Adj Close,Volume
2022-01-13,30950.000000,31500.000000,30950.000000,31300.000000,31300.000000,1032376
2022-01-14,31300.000000,31500.000000,31150.000000,31200.000000,31200.000000,726819
2022-01-17,31350.000000,31450.000000,30950.000000,31000.000000,31000.000000,14794778
2022-01-18,31200.000000,31850.000000,31200.000000,31700.000000,31700.000000,942311
2022-01-19,31600.000000,32000.000000,31450.000000,31900.000000,31900.000000,1077893
2022-01-20,32050.000000,32300.000000,31450.000000,31550.000000,31550.000000,845508
2022-01-21,31450.000000,31900.000000,31400.000000,31750.000000,31750.000000,702218
2022-01-24,31650.000000,32100.000000,31600.000000,31650.000000,31650.000000,1171375
2022-01-25,31550.000000,31600.000000,30550.000000,30550.000000,30550.000000,1048957
2022-01-26,30550.000000,30550.000000,30550.000000,30550.000000,30550.000000,0
2022-01-27,31350.000000,31400.000000,30800.000000,30800.000000,30800.000000,978210
2022-01-28,31150.000000,31250.000000,30700.000000,31250.000000,31250.000000,819709
2022-02-03,31500.000000,32150.000000,31400.000000,31650.000000,31650.000000,887652
2022-02-04,31700.000000,32000.000000,31600.000000,31800.000000,31800.000000,505227
2022-02-07,31700.000000,31950.000000,31400.000000,31900.000000,31900.000000,684381
2022-02-08,31900.000000,31900.000000,31900.000000,31900.000000,31900.000000,0
2022-02-09,31900.000000,31900.000000,31900.000000,31900.000000,31900.000000,0
2022-02-10,32350.000000,32500.000000,32000.000000,32050.000000,32050.000000,912648
2022-02-11,31850.000000,32200.000000,31850.000000,31900.000000,31900.000000,723088
2022-02-14,31800.000000,32100.000000,31700.000000,31850.000000,31850.000000,783743
2022-02-15,31900.000000,32200.000000,31750.000000,32000.000000,32000.000000,667445
2022-02-16,32400.000000,32450.000000,32100.000000,32350.000000,32350.000000,820373
2022-02-17,32400.000000,32700.000000,32150.000000,32400.000000,32400.000000,1032919
2022-02-18,32200.000000,32400.000000,32050.000000,32100.000000,32100.000000,590912
2022-02-21,32100.000000,32100.000000,32100.000000,32100.000000,32100.000000,0
2022-02-22,32100.000000,32100.000000,32100.000000,32100.000000,32100.000000,0
2022-02-23,32100.000000,32100.000000,32100.000000,32100.000000,32100.000000,0
2022-02-24,31750.000000,31850.000000,31450.000000,31850.000000,31850.000000,676956
2022-02-25,31850.000000,31850.000000,31500.000000,31700.000000,31700.000000,676558
2022-02-28,31700.000000,31700.000000,31700.000000,31700.000000,31700.000000,0
2022-03-02,31800.000000,31900.000000,31550.000000,31600.000000,31600.000000,858211
2022-03-03,31600.000000,31900.000000,31600.000000,31850.000000,31850.000000,688452
2022-03-04,31850.000000,31850.000000,31850.000000,31850.000000,31850.000000,0
2022-03-07,32250.000000,32350.000000,31900.000000,31950.000000,31950.000000,1320344
2022-03-08,31850.000000,32450.000000,31750.000000,31950.000000,31950.000000,1039974
2022-03-10,31950.000000,31950.000000,31950.000000,31950.000000,31950.000000,0
2022-03-11,31950.000000,31950.000000,31950.000000,31950.000000,31950.000000,0
2022-03-14,32100.000000,32850.000000,31950.000000,32800.000000,32800.000000,1311317
2022-03-15,32800.000000,32800.000000,32800.000000,32800.000000,32800.000000,0
2022-03-16,32800.000000,32800.000000,32800.000000,32800.000000,32800.000000,0
2022-03-17,32800.000000,32800.000000,32800.000000,32800.000000,32800.000000,0
2022-03-18,32600.000000,33050.000000,32500.000000,32900.000000,32900.000000,649795
2022-03-21,32900.000000,32900.000000,32900.000000,32900.000000,32900.000000,0
2022-03-22,33200.000000,33800.000000,33100.000000,33800.000000,33800.000000,970776
2022-03-23,33900.000000,34600.000000,33850.000000,34150.000000,34150.000000,1060844
2022-03-24,34000.000000,34600.000000,33900.000000,34600.000000,34600.000000,906591
2022-03-25,34750.000000,35300.000000,34500.000000,35000.000000,35000.000000,1547173
2022-03-28,34950.000000,35950.000000,34850.000000,35850.000000,35850.000000,1557092
2022-03-29,35850.000000,35850.000000,35000.000000,35250.000000,35250.000000,1156262
2022-03-30,35300.000000,35300.000000,33950.000000,34400.000000,34400.000000,2082660
2022-03-31,34500.000000,35850.000000,34500.000000,35700.000000,35700.000000,1570359
2022-04-01,35350.000000,36850.000000,35250.000000,36500.000000,36500.000000,2132177
2022-04-04,36800.000000,37400.000000,36350.000000,36650.000000,36650.000000,1209989
2022-04-05,36850.000000,36950.000000,36500.000000,36750.000000,36750.000000,797458
2022-04-06,36550.000000,37200.000000,36500.000000,37100.000000,37100.000000,895278
2022-04-07,36900.000000,36950.000000,36000.000000,36000.000000,36000.000000,1207865
2022-04-08,36350.000000,36900.000000,36000.000000,36300.000000,36300.000000,945089
2022-04-11,36200.000000,37000.000000,36000.000000,36800.000000,36800.000000,1121629
2022-04-12,36700.000000,37050.000000,35950.000000,36000.000000,36000.000000,1522258
2022-04-13,36300.000000,36600.000000,35650.000000,35950.000000,35950.000000,1281988
2022-04-14,36000.000000,36100.000000,35350.000000,35350.000000,35350.000000,1683541
2022-04-15,35400.000000,35700.000000,34500.000000,35150.000000,35150.000000,1610566
2022-04-18,35150.000000,35600.000000,34900.000000,35300.000000,35300.000000,808050
2022-04-19,35650.000000,37000.000000,35450.000000,36900.000000,36900.000000,1972859
2022-04-20,36900.000000,36950.000000,36300.000000,36300.000000,36300.000000,1230348
2022-04-21,36500.000000,36600.000000,36100.000000,36350.000000,36350.000000,858067
2022-04-22,36200.000000,36400.000000,35800.000000,36200.000000,36200.000000,683224
2022-04-25,35550.000000,36300.000000,35500.000000,35700.000000,35700.000000,997986
2022-04-26,35800.000000,36100.000000,35650.000000,35650.000000,35650.000000,795614
2022-04-27,34950.000000,35600.000000,34800.000000,35100.000000,35100.000000,1699807
2022-04-28,35150.000000,35400.000000,34800.000000,35400.000000,35400.000000,955652
2022-04-29,35400.000000,35800.000000,35250.000000,35800.000000,35800.000000,989889
2022-05-02,35550.000000,35700.000000,35300.000000,35500.000000,35500.000000,561492
2022-05-03,35350.000000,35550.000000,35100.000000,35200.000000,35200.000000,684781
2022-05-04,35300.000000,35850.000000,35300.000000,35350.000000,35350.000000,715082
2022-05-06,35600.000000,35700.000000,35400.000000,35550.000000,35550.000000,670222
2022-05-10,35750.000000,36200.000000,35500.000000,36150.000000,36150.000000,1016932
2022-05-11,36000.000000,36200.000000,35200.000000,35450.000000,35450.000000,992060
2022-05-12,35500.000000,36850.000000,35500.000000,36850.000000,36850.000000,2646819
2022-05-13,37000.000000,37600.000000,36600.000000,37550.000000,37550.000000,1839211
2022-05-16,37800.000000,37850.000000,36600.000000,36650.000000,36650.000000,908775
2022-05-17,36850.000000,36950.000000,36400.000000,36550.000000,36550.000000,748146
2022-05-18,36600.000000,36600.000000,36050.000000,36250.000000,36250.000000,965883
2022-05-19,35800.000000,36400.000000,35550.000000,36350.000000,36350.000000,1020051
2022-05-20,36300.000000,36450.000000,35750.000000,35950.000000,35950.000000,1204343
2022-05-23,35950.000000,36150.000000,35300.000000,36100.000000,36100.000000,1094711
2022-05-24,35850.000000,36150.000000,35700.000000,35900.000000,35900.000000,556128
2022-05-25,36200.000000,37000.000000,36100.000000,37000.000000,37000.000000,1287543
2022-05-26,36800.000000,37400.000000,36550.000000,37150.000000,37150.000000,1018489
2022-05-27,37500.000000,38400.000000,37200.000000,38050.000000,38050.000000,1758183
2022-05-30,38250.000000,38300.000000,37600.000000,37700.000000,37700.000000,1008194
2022-05-31,38100.000000,38500.000000,37900.000000,37900.000000,37900.000000,1164945
2022-06-02,38000.000000,38200.000000,37350.000000,37650.000000,37650.000000,700508
2022-06-03,37700.000000,38150.000000,37600.000000,37750.000000,37750.000000,678402
2022-06-07,37600.000000,37800.000000,37350.000000,37350.000000,37350.000000,662951
2022-06-08,37400.000000,37450.000000,37200.000000,37450.000000,37450.000000,462240
2022-06-09,37450.000000,37600.000000,36650.000000,37600.000000,37600.000000,982525
2022-06-10,37550.000000,37600.000000,36850.000000,37000.000000,37000.000000,852947
2022-06-13,36400.000000,36850.000000,36300.000000,36600.000000,36600.000000,873430
2022-06-14,36550.000000,37050.000000,36100.000000,36800.000000,36800.000000,1270581
2022-06-15,36800.000000,36850.000000,36200.000000,36250.000000,36250.000000,765001
2022-06-16,36450.000000,36700.000000,35700.000000,35700.000000,35700.000000,888455
2022-06-17,35500.000000,36650.000000,35250.000000,36350.000000,36350.000000,1554227
2022-06-20,36650.000000,36750.000000,36100.000000,36300.000000,36300.000000,889914
2022-06-21,36550.000000,36550.000000,36050.000000,36050.000000,36050.000000,710014
2022-06-22,36350.000000,36400.000000,35600.000000,36100.000000,36100.000000,847994
2022-06-23,36150.000000,36650.000000,36150.000000,36550.000000,36550.000000,1238742
2022-06-24,36700.000000,37300.000000,36500.000000,37300.000000,37300.000000,1039817
2022-06-27,37450.000000,37700.000000,37050.000000,37500.000000,37500.000000,1039771
2022-06-28,37500.000000,37500.000000,36900.000000,37000.000000,37000.000000,883024
2022-06-29,37200.000000,37300.000000,36800.000000,36950.000000,36950.000000,839523
2022-06-30,36700.000000,36750.000000,36250.000000,36450.000000,36450.000000,1137067
2022-07-01,36850.000000,37100.000000,36450.000000,36700.000000,36700.000000,922048
2022-07-04,36800.000000,37200.000000,36750.000000,37150.000000,37150.000000,746306
2022-07-05,37450.000000,37800.000000,37200.000000,37400.000000,37400.000000,874600
2022-07-06,37100.000000,37350.000000,36500.000000,36600.000000,36600.000000,902391
2022-07-07,36600.000000,37000.000000,36450.000000,36950.000000,36950.000000,712810
2022-07-08,36700.000000,37200.000000,36650.000000,36650.000000,36650.000000,729650
2022-07-11,36850.000000,37100.000000,36650.000000,37000.000000,37000.000000,534130
2022-07-12,37000.000000,37350.000000,36950.000000,37250.000000,37250.000000,662935
2022-07-13,37450.000000,37700.000000,37100.000000,37150.000000,37150.000000,679310
2022-07-14,37100.000000,37300.000000,36850.000000,36950.000000,36950.000000,707391
2022-07-15,36950.000000,37000.000000,36300.000000,36600.000000,36600.000000,920147
2022-07-18,36750.000000,37350.000000,36700.000000,37150.000000,37150.000000,610638
2022-07-19,37100.000000,37200.000000,36850.000000,37050.000000,37050.000000,542890
2022-07-20,37200.000000,37200.000000,36700.000000,37050.000000,37050.000000,1138222
2022-07-21,36800.000000,37500.000000,36800.000000,37400.000000,37400.000000,817378
2022-07-22,37300.000000,37800.000000,37000.000000,37000.000000,37000.000000,637354
2022-07-25,37300.000000,37650.000000,37200.000000,37350.000000,37350.000000,738581
2022-07-26,37350.000000,37600.000000,37250.000000,37400.000000,37400.000000,500746
2022-07-27,37800.000000,37900.000000,37500.000000,37700.000000,37700.000000,738413
2022-07-28,37900.000000,37950.000000,37400.000000,37450.000000,37450.000000,472066
2022-07-29,37650.000000,37900.000000,37500.000000,37750.000000,37750.000000,590080
2022-08-01,37850.000000,38400.000000,37650.000000,38350.000000,38350.000000,661075
2022-08-02,38250.000000,38300.000000,37700.000000,37700.000000,37700.000000,612833
2022-08-03,37600.000000,37750.000000,37300.000000,37450.000000,37450.000000,459299
2022-08-04,37500.000000,37700.000000,37350.000000,37600.000000,37600.000000,477998
2022-08-05,37700.000000,38150.000000,37600.000000,37950.000000,37950.000000,639974
2022-08-08,37800.000000,38000.000000,37700.000000,37850.000000,37850.000000,508347
2022-08-09,37850.000000,38400.000000,37800.000000,38250.000000,38250.000000,640513
2022-08-10,38500.000000,39300.000000,38450.000000,38450.000000,38450.000000,1540926
2022-08-11,38950.000000,38950.000000,38050.000000,38150.000000,38150.000000,993385
2022-08-12,38100.000000,38250.000000,37650.000000,37650.000000,37650.000000,852461
2022-08-16,37800.000000,37850.000000,37550.000000,37700.000000,37700.000000,688533
2022-08-17,37900.000000,38400.000000,37550.000000,38300.000000,38300.000000,722004
2022-08-18,38100.000000,38400.000000,37950.000000,38000.000000,38000.000000,567741
2022-08-19,38150.000000,38900.000000,38000.000000,38650.000000,38650.000000,886881
2022-08-22,38500.000000,39200.000000,38350.000000,39100.000000,39100.000000,1050093
2022-08-23,39000.000000,39300.000000,38950.000000,39150.000000,39150.000000,814364
2022-08-24,39200.000000,39200.000000,38600.000000,38600.000000,38600.000000,740493
2022-08-25,38750.000000,39100.000000,38550.000000,38550.000000,38550.000000,497369
2022-08-26,38550.000000,38600.000000,37950.000000,38050.000000,38050.000000,857989
2022-08-29,37500.000000,38250.000000,37500.000000,38000.000000,38000.000000,661918
2022-08-30,37950.000000,38300.000000,37750.000000,37900.000000,37900.000000,500920
2022-08-31,37800.000000,37800.000000,37050.000000,37200.000000,37200.000000,1196603
2022-09-01,37000.000000,37050.000000,36350.000000,36650.000000,36650.000000,1356551
2022-09-02,36500.000000,36850.000000,36200.000000,36650.000000,36650.000000,824733
2022-09-05,36550.000000,37050.000000,36550.000000,36950.000000,36950.000000,476354
2022-09-06,37000.000000,37200.000000,36700.000000,37100.000000,37100.000000,489709
2022-09-07,36800.000000,36900.000000,36250.000000,36350.000000,36350.000000,778200
2022-09-08,37000.000000,37450.000000,36600.000000,37450.000000,37450.000000,1105809
2022-09-13,37100.000000,37400.000000,36800.000000,37050.000000,37050.000000,833436
2022-09-14,36650.000000,37050.000000,36300.000000,36400.000000,36400.000000,879414
2022-09-15,36450.000000,36500.000000,35950.000000,35950.000000,35950.000000,944983
2022-09-16,35950.000000,36150.000000,35700.000000,35900.000000,35900.000000,751978
2022-09-19,35900.000000,35950.000000,35550.000000,35700.000000,35700.000000,551447
2022-09-20,36000.000000,36550.000000,35850.000000,36350.000000,36350.000000,668701
2022-09-21,36100.000000,36850.000000,36050.000000,36550.000000,36550.000000,792194
2022-09-22,36300.000000,36600.000000,36100.000000,36100.000000,36100.000000,771405
2022-09-23,36050.000000,36600.000000,35950.000000,36350.000000,36350.000000,722034
2022-09-26,36300.000000,36800.000000,36250.000000,36800.000000,36800.000000,992116
2022-09-27,36600.000000,36750.000000,36200.000000,36500.000000,36500.000000,917949
2022-09-28,36350.000000,36450.000000,35250.000000,35250.000000,35250.000000,1102433
2022-09-29,35550.000000,35850.000000,35200.000000,35550.000000,35550.000000,804887
2022-09-30,35650.000000,36700.000000,35600.000000,36200.000000,36200.000000,1145965
2022-10-04,36400.000000,36500.000000,36000.000000,36150.000000,36150.000000,688880
2022-10-05,36200.000000,36250.000000,35600.000000,35900.000000,35900.000000,850524
2022-10-06,35800.000000,36050.000000,35450.000000,35450.000000,35450.000000,724267
2022-10-07,35100.000000,35150.000000,34700.000000,34750.000000,34750.000000,963466
2022-10-11,34200.000000,34450.000000,33400.000000,33900.000000,33900.000000,1287409
2022-10-12,34000.000000,34800.000000,33900.000000,34350.000000,34350.000000,1112878
2022-10-13,34200.000000,34500.000000,33900.000000,33900.000000,33900.000000,694188
2022-10-14,34150.000000,34850.000000,33900.000000,34800.000000,34800.000000,711077
2022-10-17,34450.000000,35300.000000,34350.000000,35000.000000,35000.000000,591887
2022-10-18,35400.000000,35600.000000,35100.000000,35500.000000,35500.000000,606440
2022-10-19,35350.000000,35550.000000,35150.000000,35250.000000,35250.000000,551900
2022-10-20,35250.000000,35550.000000,35100.000000,35350.000000,35350.000000,494422
2022-10-21,35350.000000,35950.000000,35250.000000,35750.000000,35750.000000,480573
2022-10-24,36000.000000,36250.000000,35650.000000,35850.000000,35850.000000,547231
2022-10-25,35950.000000,36200.000000,35850.000000,36000.000000,36000.000000,493681
2022-10-26,36050.000000,36600.000000,35950.000000,36400.000000,36400.000000,683669
2022-10-27,36600.000000,36650.000000,36350.000000,36600.000000,36600.000000,718625
2022-10-28,36500.000000,36800.000000,36300.000000,36600.000000,36600.000000,754543
2022-10-31,36600.000000,36750.000000,36200.000000,36600.000000,36600.000000,502086
2022-11-01,36600.000000,36650.000000,35700.000000,35750.000000,35750.000000,734457
2022-11-02,35750.000000,36250.000000,35100.000000,36100.000000,36100.000000,846709
2022-11-03,35650.000000,36150.000000,35300.000000,35800.000000,35800.000000,741604
2022-11-04,35800.000000,36700.000000,35800.000000,36500.000000,36500.000000,660374
2022-11-07,36550.000000,36700.000000,36100.000000,36300.000000,36300.000000,632913
2022-11-08,36500.000000,36700.000000,36050.000000,36500.000000,36500.000000,756094
2022-11-09,36850.000000,37700.000000,36800.000000,37000.000000,37000.000000,950706
2022-11-10,37300.000000,37450.000000,36550.000000,36550.000000,36550.000000,808435
2022-11-11,37050.000000,37150.000000,36300.000000,36600.000000,36600.000000,1380838
2022-11-14,36600.000000,36800.000000,36350.000000,36700.000000,36700.000000,1071798
2022-11-15,36750.000000,36800.000000,36300.000000,36450.000000,36450.000000,615778
2022-11-16,36400.000000,36650.000000,36250.000000,36300.000000,36300.000000,752081
2022-11-17,36150.000000,36600.000000,36150.000000,36300.000000,36300.000000,601811
2022-11-18,36350.000000,36900.000000,36200.000000,36600.000000,36600.000000,759452
2022-11-21,36600.000000,36750.000000,35950.000000,36550.000000,36550.000000,709880
